image,NV,MEL,BKL,BCC,AKIEC
ISIC_0033380,1.0,0.0,0.0,0.0,0.0
ISIC_0033381,1.0,0.0,0.0,0.0,0.0
ISIC_0033382,1.0,0.0,0.0,0.0,0.0
ISIC_0033383,1.0,0.0,0.0,0.0,0.0
ISIC_0033384,1.0,0.0,0.0,0.0,0.0
ISIC_0033385,1.0,0.0,0.0,0.0,0.0
ISIC_0033386,1.0,0.0,0.0,0.0,0.0
ISIC_0033387,0.0,1.0,0.0,0.0,0.0
ISIC_0033388,1.0,0.0,0.0,0.0,0.0
ISIC_0033389,1.0,0.0,0.0,0.0,0.0
ISIC_0033390,1.0,0.0,0.0,0.0,0.0
ISIC_0033391,0.0,0.0,1.0,0.0,0.0
ISIC_0033392,0.0,1.0,0.0,0.0,0.0
ISIC_0033393,0.0,1.0,0.0,0.0,0.0
ISIC_0033394,0.0,1.0,0.0,0.0,0.0
ISIC_0033395,1.0,0.0,0.0,0.0,0.0
ISIC_0033396,1.0,0.0,0.0,0.0,0.0
ISIC_0033397,0.0,0.0,1.0,0.0,0.0
ISIC_0033398,1.0,0.0,0.0,0.0,0.0
ISIC_0033399,0.0,1.0,0.0,0.0,0.0
ISIC_0033400,0.0,0.0,1.0,0.0,0.0
ISIC_0033401,0.0,0.0,1.0,0.0,0.0
ISIC_0033402,1.0,0.0,0.0,0.0,0.0
ISIC_0033403,1.0,0.0,0.0,0.0,0.0
ISIC_0033404,1.0,0.0,0.0,0.0,0.0
ISIC_0033405,0.0,1.0,0.0,0.0,0.0
ISIC_0033406,1.0,0.0,0.0,0.0,0.0
ISIC_0033407,1.0,0.0,0.0,0.0,0.0
ISIC_0033408,1.0,0.0,0.0,0.0,0.0
ISIC_0033409,1.0,0.0,0.0,0.0,0.0
ISIC_0033410,0.0,0.0,1.0,0.0,0.0
ISIC_0033411,1.0,0.0,0.0,0.0,0.0
ISIC_0033412,1.0,0.0,0.0,0.0,0.0
ISIC_0033413,0.0,0.0,0.0,0.0,1.0
ISIC_0033414,0.0,0.0,1.0,0.0,0.0
ISIC_0033415,0.0,1.0,0.0,0.0,0.0
ISIC_0033416,0.0,1.0,0.0,0.0,0.0
ISIC_0033417,1.0,0.0,0.0,0.0,0.0
ISIC_0033418,1.0,0.0,0.0,0.0,0.0
ISIC_0033419,1.0,0.0,0.0,0.0,0.0
ISIC_0033420,1.0,0.0,0.0,0.0,0.0
ISIC_0033421,1.0,0.0,0.0,0.0,0.0
ISIC_0033423,1.0,0.0,0.0,0.0,0.0
ISIC_0033424,0.0,1.0,0.0,0.0,0.0
ISIC_0033425,1.0,0.0,0.0,0.0,0.0
ISIC_0033426,0.0,1.0,0.0,0.0,0.0
ISIC_0033427,1.0,0.0,0.0,0.0,0.0
ISIC_0033428,0.0,1.0,0.0,0.0,0.0
ISIC_0033429,0.0,1.0,0.0,0.0,0.0
ISIC_0033430,1.0,0.0,0.0,0.0,0.0
ISIC_0033431,0.0,1.0,0.0,0.0,0.0
ISIC_0033432,0.0,1.0,0.0,0.0,0.0
ISIC_0033433,1.0,0.0,0.0,0.0,0.0
ISIC_0033434,1.0,0.0,0.0,0.0,0.0
ISIC_0033435,1.0,0.0,0.0,0.0,0.0
ISIC_0033436,1.0,0.0,0.0,0.0,0.0
ISIC_0033437,0.0,0.0,1.0,0.0,0.0
ISIC_0033438,0.0,0.0,1.0,0.0,0.0
ISIC_0033439,1.0,0.0,0.0,0.0,0.0
ISIC_0033440,0.0,1.0,0.0,0.0,0.0
ISIC_0033441,1.0,0.0,0.0,0.0,0.0
ISIC_0033442,1.0,0.0,0.0,0.0,0.0
ISIC_0033443,1.0,0.0,0.0,0.0,0.0
ISIC_0033444,0.0,1.0,0.0,0.0,0.0
ISIC_0033445,1.0,0.0,0.0,0.0,0.0
ISIC_0033446,0.0,0.0,1.0,0.0,0.0
ISIC_0033447,1.0,0.0,0.0,0.0,0.0
ISIC_0033448,1.0,0.0,0.0,0.0,0.0
ISIC_0033449,0.0,0.0,1.0,0.0,0.0
ISIC_0033451,1.0,0.0,0.0,0.0,0.0
ISIC_0033452,0.0,1.0,0.0,0.0,0.0
ISIC_0033453,0.0,0.0,1.0,0.0,0.0
ISIC_0033454,0.0,1.0,0.0,0.0,0.0
ISIC_0033455,1.0,0.0,0.0,0.0,0.0
ISIC_0033456,0.0,0.0,0.0,0.0,1.0
ISIC_0033457,1.0,0.0,0.0,0.0,0.0
ISIC_0033459,1.0,0.0,0.0,0.0,0.0
ISIC_0033460,0.0,0.0,1.0,0.0,0.0
ISIC_0033461,1.0,0.0,0.0,0.0,0.0
ISIC_0033462,1.0,0.0,0.0,0.0,0.0
ISIC_0033463,1.0,0.0,0.0,0.0,0.0
ISIC_0033464,1.0,0.0,0.0,0.0,0.0
ISIC_0033465,0.0,0.0,1.0,0.0,0.0
ISIC_0033466,0.0,0.0,1.0,0.0,0.0
ISIC_0033467,1.0,0.0,0.0,0.0,0.0
ISIC_0033468,0.0,0.0,0.0,1.0,0.0
ISIC_0033469,0.0,1.0,0.0,0.0,0.0
ISIC_0033470,0.0,1.0,0.0,0.0,0.0
ISIC_0033471,1.0,0.0,0.0,0.0,0.0
ISIC_0033472,1.0,0.0,0.0,0.0,0.0
ISIC_0033473,0.0,1.0,0.0,0.0,0.0
ISIC_0033474,1.0,0.0,0.0,0.0,0.0
ISIC_0033475,1.0,0.0,0.0,0.0,0.0
ISIC_0033476,0.0,1.0,0.0,0.0,0.0
ISIC_0033477,0.0,1.0,0.0,0.0,0.0
ISIC_0033478,1.0,0.0,0.0,0.0,0.0
ISIC_0033479,0.0,1.0,0.0,0.0,0.0
ISIC_0033480,0.0,0.0,1.0,0.0,0.0
ISIC_0033481,1.0,0.0,0.0,0.0,0.0
ISIC_0033482,0.0,0.0,1.0,0.0,0.0
ISIC_0033483,0.0,0.0,0.0,1.0,0.0
ISIC_0033484,1.0,0.0,0.0,0.0,0.0
ISIC_0033485,0.0,1.0,0.0,0.0,0.0
ISIC_0033486,0.0,0.0,1.0,0.0,0.0
ISIC_0033487,0.0,1.0,0.0,0.0,0.0
ISIC_0033488,0.0,0.0,1.0,0.0,0.0
ISIC_0033489,1.0,0.0,0.0,0.0,0.0
ISIC_0033490,0.0,0.0,1.0,0.0,0.0
ISIC_0033491,0.0,0.0,1.0,0.0,0.0
ISIC_0033492,1.0,0.0,0.0,0.0,0.0
ISIC_0033493,1.0,0.0,0.0,0.0,0.0
ISIC_0033494,0.0,0.0,0.0,0.0,1.0
ISIC_0033495,1.0,0.0,0.0,0.0,0.0
ISIC_0033496,0.0,1.0,0.0,0.0,0.0
ISIC_0033497,1.0,0.0,0.0,0.0,0.0
ISIC_0033498,0.0,1.0,0.0,0.0,0.0
ISIC_0033499,0.0,0.0,0.0,1.0,0.0
ISIC_0033500,0.0,1.0,0.0,0.0,0.0
ISIC_0033501,1.0,0.0,0.0,0.0,0.0
ISIC_0033502,1.0,0.0,0.0,0.0,0.0
ISIC_0033503,1.0,0.0,0.0,0.0,0.0
ISIC_0033504,0.0,0.0,0.0,1.0,0.0
ISIC_0033505,0.0,0.0,1.0,0.0,0.0
ISIC_0033506,1.0,0.0,0.0,0.0,0.0
ISIC_0033507,0.0,0.0,1.0,0.0,0.0
ISIC_0033508,1.0,0.0,0.0,0.0,0.0
ISIC_0033509,0.0,0.0,1.0,0.0,0.0
ISIC_0033510,1.0,0.0,0.0,0.0,0.0
ISIC_0033511,1.0,0.0,0.0,0.0,0.0
ISIC_0033512,1.0,0.0,0.0,0.0,0.0
ISIC_0033513,1.0,0.0,0.0,0.0,0.0
ISIC_0033514,1.0,0.0,0.0,0.0,0.0
ISIC_0033515,1.0,0.0,0.0,0.0,0.0
ISIC_0033516,1.0,0.0,0.0,0.0,0.0
ISIC_0033517,1.0,0.0,0.0,0.0,0.0
ISIC_0033518,0.0,1.0,0.0,0.0,0.0
ISIC_0033519,1.0,0.0,0.0,0.0,0.0
ISIC_0033520,0.0,1.0,0.0,0.0,0.0
ISIC_0033521,1.0,0.0,0.0,0.0,0.0
ISIC_0033522,0.0,1.0,0.0,0.0,0.0
ISIC_0033523,0.0,0.0,1.0,0.0,0.0
ISIC_0033524,0.0,1.0,0.0,0.0,0.0
ISIC_0033525,1.0,0.0,0.0,0.0,0.0
ISIC_0033526,0.0,1.0,0.0,0.0,0.0
ISIC_0033527,1.0,0.0,0.0,0.0,0.0
ISIC_0033528,0.0,0.0,1.0,0.0,0.0
ISIC_0033529,0.0,0.0,1.0,0.0,0.0
ISIC_0033530,1.0,0.0,0.0,0.0,0.0
ISIC_0033531,0.0,0.0,1.0,0.0,0.0
ISIC_0033532,1.0,0.0,0.0,0.0,0.0
ISIC_0033533,0.0,1.0,0.0,0.0,0.0
ISIC_0033534,0.0,1.0,0.0,0.0,0.0
ISIC_0033535,1.0,0.0,0.0,0.0,0.0
ISIC_0033536,0.0,0.0,0.0,0.0,1.0
ISIC_0033537,1.0,0.0,0.0,0.0,0.0
ISIC_0033538,0.0,1.0,0.0,0.0,0.0
ISIC_0033539,0.0,0.0,1.0,0.0,0.0
ISIC_0033540,1.0,0.0,0.0,0.0,0.0
ISIC_0033541,1.0,0.0,0.0,0.0,0.0
ISIC_0033542,1.0,0.0,0.0,0.0,0.0
ISIC_0033543,1.0,0.0,0.0,0.0,0.0
ISIC_0033544,1.0,0.0,0.0,0.0,0.0
ISIC_0033545,0.0,1.0,0.0,0.0,0.0
ISIC_0033546,0.0,1.0,0.0,0.0,0.0
ISIC_0033547,1.0,0.0,0.0,0.0,0.0
ISIC_0033548,1.0,0.0,0.0,0.0,0.0
ISIC_0033549,1.0,0.0,0.0,0.0,0.0
ISIC_0033550,0.0,0.0,0.0,0.0,1.0
ISIC_0033551,0.0,0.0,0.0,1.0,0.0
ISIC_0033552,1.0,0.0,0.0,0.0,0.0
ISIC_0033553,0.0,0.0,1.0,0.0,0.0
ISIC_0033555,1.0,0.0,0.0,0.0,0.0
ISIC_0033556,1.0,0.0,0.0,0.0,0.0
ISIC_0033557,1.0,0.0,0.0,0.0,0.0
ISIC_0033558,1.0,0.0,0.0,0.0,0.0
ISIC_0033559,0.0,1.0,0.0,0.0,0.0
ISIC_0033560,0.0,1.0,0.0,0.0,0.0
ISIC_0033561,1.0,0.0,0.0,0.0,0.0
ISIC_0033562,0.0,1.0,0.0,0.0,0.0
ISIC_0033563,1.0,0.0,0.0,0.0,0.0
ISIC_0033564,1.0,0.0,0.0,0.0,0.0
ISIC_0033566,1.0,0.0,0.0,0.0,0.0
ISIC_0033567,1.0,0.0,0.0,0.0,0.0
ISIC_0033568,0.0,1.0,0.0,0.0,0.0
ISIC_0033569,0.0,1.0,0.0,0.0,0.0
ISIC_0033570,0.0,1.0,0.0,0.0,0.0
ISIC_0033571,0.0,0.0,0.0,1.0,0.0
ISIC_0033572,1.0,0.0,0.0,0.0,0.0
ISIC_0033573,0.0,1.0,0.0,0.0,0.0
ISIC_0033574,1.0,0.0,0.0,0.0,0.0
ISIC_0033575,0.0,0.0,0.0,1.0,0.0
ISIC_0033576,0.0,0.0,1.0,0.0,0.0
ISIC_0033577,1.0,0.0,0.0,0.0,0.0
ISIC_0033578,0.0,1.0,0.0,0.0,0.0
ISIC_0033579,0.0,0.0,0.0,1.0,0.0
ISIC_0033580,1.0,0.0,0.0,0.0,0.0
ISIC_0033581,0.0,0.0,1.0,0.0,0.0
ISIC_0033582,0.0,0.0,1.0,0.0,0.0
ISIC_0033583,0.0,0.0,1.0,0.0,0.0
ISIC_0033584,1.0,0.0,0.0,0.0,0.0
ISIC_0033585,1.0,0.0,0.0,0.0,0.0
ISIC_0033586,0.0,1.0,0.0,0.0,0.0
ISIC_0033587,0.0,0.0,1.0,0.0,0.0
ISIC_0033588,1.0,0.0,0.0,0.0,0.0
ISIC_0033589,1.0,0.0,0.0,0.0,0.0
ISIC_0033590,1.0,0.0,0.0,0.0,0.0
ISIC_0033592,0.0,0.0,1.0,0.0,0.0
ISIC_0033593,0.0,1.0,0.0,0.0,0.0
ISIC_0033594,0.0,1.0,0.0,0.0,0.0
ISIC_0033595,0.0,1.0,0.0,0.0,0.0
ISIC_0033596,1.0,0.0,0.0,0.0,0.0
ISIC_0033597,1.0,0.0,0.0,0.0,0.0
ISIC_0033598,1.0,0.0,0.0,0.0,0.0
ISIC_0033599,1.0,0.0,0.0,0.0,0.0
ISIC_0033600,1.0,0.0,0.0,0.0,0.0
ISIC_0033601,0.0,0.0,1.0,0.0,0.0
ISIC_0033602,1.0,0.0,0.0,0.0,0.0
ISIC_0033603,0.0,1.0,0.0,0.0,0.0
ISIC_0033604,1.0,0.0,0.0,0.0,0.0
ISIC_0033605,1.0,0.0,0.0,0.0,0.0
ISIC_0033606,0.0,0.0,1.0,0.0,0.0
ISIC_0033607,0.0,1.0,0.0,0.0,0.0
ISIC_0033609,0.0,0.0,0.0,1.0,0.0
ISIC_0033610,1.0,0.0,0.0,0.0,0.0
ISIC_0033611,0.0,1.0,0.0,0.0,0.0
ISIC_0033612,0.0,1.0,0.0,0.0,0.0
ISIC_0033613,0.0,0.0,1.0,0.0,0.0
ISIC_0033614,1.0,0.0,0.0,0.0,0.0
ISIC_0033615,1.0,0.0,0.0,0.0,0.0
ISIC_0033616,0.0,1.0,0.0,0.0,0.0
ISIC_0033617,1.0,0.0,0.0,0.0,0.0
ISIC_0033618,1.0,0.0,0.0,0.0,0.0
ISIC_0033619,0.0,1.0,0.0,0.0,0.0
ISIC_0033620,0.0,0.0,1.0,0.0,0.0
ISIC_0033621,1.0,0.0,0.0,0.0,0.0
ISIC_0033622,1.0,0.0,0.0,0.0,0.0
ISIC_0033623,1.0,0.0,0.0,0.0,0.0
ISIC_0033624,0.0,1.0,0.0,0.0,0.0
ISIC_0033625,1.0,0.0,0.0,0.0,0.0
ISIC_0033627,1.0,0.0,0.0,0.0,0.0
ISIC_0033628,1.0,0.0,0.0,0.0,0.0
ISIC_0033629,0.0,0.0,1.0,0.0,0.0
ISIC_0033630,0.0,1.0,0.0,0.0,0.0
ISIC_0033631,0.0,0.0,1.0,0.0,0.0
ISIC_0033632,1.0,0.0,0.0,0.0,0.0
ISIC_0033633,1.0,0.0,0.0,0.0,0.0
ISIC_0033634,1.0,0.0,0.0,0.0,0.0
ISIC_0033635,0.0,0.0,1.0,0.0,0.0
ISIC_0033636,0.0,1.0,0.0,0.0,0.0
ISIC_0033637,1.0,0.0,0.0,0.0,0.0
ISIC_0033638,0.0,1.0,0.0,0.0,0.0
ISIC_0033639,1.0,0.0,0.0,0.0,0.0
ISIC_0033640,1.0,0.0,0.0,0.0,0.0
ISIC_0033641,1.0,0.0,0.0,0.0,0.0
ISIC_0033642,0.0,0.0,1.0,0.0,0.0
ISIC_0033643,0.0,1.0,0.0,0.0,0.0
ISIC_0033644,0.0,1.0,0.0,0.0,0.0
ISIC_0033645,1.0,0.0,0.0,0.0,0.0
ISIC_0033646,0.0,0.0,1.0,0.0,0.0
ISIC_0033647,1.0,0.0,0.0,0.0,0.0
ISIC_0033648,1.0,0.0,0.0,0.0,0.0
ISIC_0033649,1.0,0.0,0.0,0.0,0.0
ISIC_0033650,1.0,0.0,0.0,0.0,0.0
ISIC_0033651,0.0,1.0,0.0,0.0,0.0
ISIC_0033652,1.0,0.0,0.0,0.0,0.0
ISIC_0033653,0.0,1.0,0.0,0.0,0.0
ISIC_0033654,0.0,1.0,0.0,0.0,0.0
ISIC_0033655,0.0,1.0,0.0,0.0,0.0
ISIC_0033656,1.0,0.0,0.0,0.0,0.0
ISIC_0033657,1.0,0.0,0.0,0.0,0.0
ISIC_0033658,1.0,0.0,0.0,0.0,0.0
ISIC_0033659,0.0,0.0,1.0,0.0,0.0
ISIC_0033660,0.0,0.0,1.0,0.0,0.0
ISIC_0033661,1.0,0.0,0.0,0.0,0.0
ISIC_0033662,0.0,1.0,0.0,0.0,0.0
ISIC_0033663,0.0,1.0,0.0,0.0,0.0
ISIC_0033664,1.0,0.0,0.0,0.0,0.0
ISIC_0033665,1.0,0.0,0.0,0.0,0.0
ISIC_0033666,0.0,0.0,0.0,1.0,0.0
ISIC_0033667,1.0,0.0,0.0,0.0,0.0
ISIC_0033668,0.0,1.0,0.0,0.0,0.0
ISIC_0033669,1.0,0.0,0.0,0.0,0.0
ISIC_0033670,0.0,1.0,0.0,0.0,0.0
ISIC_0033671,1.0,0.0,0.0,0.0,0.0
ISIC_0033672,1.0,0.0,0.0,0.0,0.0
ISIC_0033673,1.0,0.0,0.0,0.0,0.0
ISIC_0033674,1.0,0.0,0.0,0.0,0.0
ISIC_0033676,0.0,0.0,1.0,0.0,0.0
ISIC_0033677,0.0,0.0,1.0,0.0,0.0
ISIC_0033678,0.0,1.0,0.0,0.0,0.0
ISIC_0033679,0.0,1.0,0.0,0.0,0.0
ISIC_0033680,1.0,0.0,0.0,0.0,0.0
ISIC_0033681,1.0,0.0,0.0,0.0,0.0
ISIC_0033682,1.0,0.0,0.0,0.0,0.0
ISIC_0033683,1.0,0.0,0.0,0.0,0.0
ISIC_0033684,1.0,0.0,0.0,0.0,0.0
ISIC_0033685,0.0,0.0,1.0,0.0,0.0
ISIC_0033686,1.0,0.0,0.0,0.0,0.0
ISIC_0033687,0.0,1.0,0.0,0.0,0.0
ISIC_0033688,1.0,0.0,0.0,0.0,0.0
ISIC_0033689,1.0,0.0,0.0,0.0,0.0
ISIC_0033690,1.0,0.0,0.0,0.0,0.0
ISIC_0033691,0.0,0.0,1.0,0.0,0.0
ISIC_0033692,1.0,0.0,0.0,0.0,0.0
ISIC_0033693,0.0,0.0,1.0,0.0,0.0
ISIC_0033694,1.0,0.0,0.0,0.0,0.0
ISIC_0033696,0.0,1.0,0.0,0.0,0.0
ISIC_0033697,1.0,0.0,0.0,0.0,0.0
ISIC_0033698,1.0,0.0,0.0,0.0,0.0
ISIC_0033699,1.0,0.0,0.0,0.0,0.0
ISIC_0033700,0.0,1.0,0.0,0.0,0.0
ISIC_0033701,0.0,0.0,1.0,0.0,0.0
ISIC_0033702,1.0,0.0,0.0,0.0,0.0
ISIC_0033703,1.0,0.0,0.0,0.0,0.0
ISIC_0033704,0.0,1.0,0.0,0.0,0.0
ISIC_0033705,0.0,0.0,0.0,0.0,1.0
ISIC_0033706,1.0,0.0,0.0,0.0,0.0
ISIC_0033707,1.0,0.0,0.0,0.0,0.0
ISIC_0033708,0.0,1.0,0.0,0.0,0.0
ISIC_0033709,0.0,0.0,1.0,0.0,0.0
ISIC_0033710,0.0,1.0,0.0,0.0,0.0
ISIC_0033711,1.0,0.0,0.0,0.0,0.0
ISIC_0033712,1.0,0.0,0.0,0.0,0.0
ISIC_0033713,0.0,1.0,0.0,0.0,0.0
ISIC_0033714,1.0,0.0,0.0,0.0,0.0
ISIC_0033715,1.0,0.0,0.0,0.0,0.0
ISIC_0033716,0.0,0.0,1.0,0.0,0.0
ISIC_0033717,0.0,1.0,0.0,0.0,0.0
ISIC_0033718,1.0,0.0,0.0,0.0,0.0
ISIC_0033719,1.0,0.0,0.0,0.0,0.0
ISIC_0033720,0.0,0.0,0.0,1.0,0.0
ISIC_0033721,1.0,0.0,0.0,0.0,0.0
ISIC_0033722,0.0,0.0,1.0,0.0,0.0
ISIC_0033723,1.0,0.0,0.0,0.0,0.0
ISIC_0033724,1.0,0.0,0.0,0.0,0.0
ISIC_0033725,0.0,1.0,0.0,0.0,0.0
ISIC_0033726,1.0,0.0,0.0,0.0,0.0
ISIC_0033727,1.0,0.0,0.0,0.0,0.0
ISIC_0033728,0.0,1.0,0.0,0.0,0.0
ISIC_0033729,1.0,0.0,0.0,0.0,0.0
ISIC_0033730,0.0,1.0,0.0,0.0,0.0
ISIC_0033731,1.0,0.0,0.0,0.0,0.0
ISIC_0033732,0.0,0.0,1.0,0.0,0.0
ISIC_0033733,1.0,0.0,0.0,0.0,0.0
ISIC_0033734,1.0,0.0,0.0,0.0,0.0
ISIC_0033735,1.0,0.0,0.0,0.0,0.0
ISIC_0033736,0.0,0.0,1.0,0.0,0.0
ISIC_0033737,1.0,0.0,0.0,0.0,0.0
ISIC_0033738,1.0,0.0,0.0,0.0,0.0
ISIC_0033739,1.0,0.0,0.0,0.0,0.0
ISIC_0033740,1.0,0.0,0.0,0.0,0.0
ISIC_0033741,1.0,0.0,0.0,0.0,0.0
ISIC_0033742,1.0,0.0,0.0,0.0,0.0
ISIC_0033743,1.0,0.0,0.0,0.0,0.0
ISIC_0033744,0.0,0.0,1.0,0.0,0.0
ISIC_0033745,1.0,0.0,0.0,0.0,0.0
ISIC_0033746,1.0,0.0,0.0,0.0,0.0
ISIC_0033747,0.0,0.0,0.0,1.0,0.0
ISIC_0033748,1.0,0.0,0.0,0.0,0.0
ISIC_0033750,0.0,0.0,1.0,0.0,0.0
ISIC_0033751,1.0,0.0,0.0,0.0,0.0
ISIC_0033752,0.0,1.0,0.0,0.0,0.0
ISIC_0033753,1.0,0.0,0.0,0.0,0.0
ISIC_0033754,0.0,1.0,0.0,0.0,0.0
ISIC_0033755,1.0,0.0,0.0,0.0,0.0
ISIC_0033756,1.0,0.0,0.0,0.0,0.0
ISIC_0033757,1.0,0.0,0.0,0.0,0.0
ISIC_0033758,0.0,0.0,1.0,0.0,0.0
ISIC_0033759,1.0,0.0,0.0,0.0,0.0
ISIC_0033760,1.0,0.0,0.0,0.0,0.0
ISIC_0033761,0.0,0.0,1.0,0.0,0.0
ISIC_0033763,1.0,0.0,0.0,0.0,0.0
ISIC_0033764,1.0,0.0,0.0,0.0,0.0
ISIC_0033765,1.0,0.0,0.0,0.0,0.0
ISIC_0033766,1.0,0.0,0.0,0.0,0.0
ISIC_0033767,1.0,0.0,0.0,0.0,0.0
ISIC_0033768,1.0,0.0,0.0,0.0,0.0
ISIC_0033769,1.0,0.0,0.0,0.0,0.0
ISIC_0033770,0.0,0.0,1.0,0.0,0.0
ISIC_0033771,1.0,0.0,0.0,0.0,0.0
ISIC_0033772,1.0,0.0,0.0,0.0,0.0
ISIC_0033773,0.0,1.0,0.0,0.0,0.0
ISIC_0033774,1.0,0.0,0.0,0.0,0.0
ISIC_0033775,1.0,0.0,0.0,0.0,0.0
ISIC_0033776,0.0,0.0,1.0,0.0,0.0
ISIC_0033777,1.0,0.0,0.0,0.0,0.0
ISIC_0033778,0.0,0.0,1.0,0.0,0.0
ISIC_0033779,0.0,1.0,0.0,0.0,0.0
ISIC_0033781,1.0,0.0,0.0,0.0,0.0
ISIC_0033782,1.0,0.0,0.0,0.0,0.0
ISIC_0033783,0.0,0.0,1.0,0.0,0.0
ISIC_0033784,0.0,0.0,1.0,0.0,0.0
ISIC_0033785,0.0,0.0,1.0,0.0,0.0
ISIC_0033786,1.0,0.0,0.0,0.0,0.0
ISIC_0033787,1.0,0.0,0.0,0.0,0.0
ISIC_0033788,1.0,0.0,0.0,0.0,0.0
ISIC_0033789,1.0,0.0,0.0,0.0,0.0
ISIC_0033791,0.0,0.0,1.0,0.0,0.0
ISIC_0033792,1.0,0.0,0.0,0.0,0.0
ISIC_0033793,1.0,0.0,0.0,0.0,0.0
ISIC_0033794,1.0,0.0,0.0,0.0,0.0
ISIC_0033795,1.0,0.0,0.0,0.0,0.0
ISIC_0033796,1.0,0.0,0.0,0.0,0.0
ISIC_0033797,1.0,0.0,0.0,0.0,0.0
ISIC_0033798,1.0,0.0,0.0,0.0,0.0
ISIC_0033799,1.0,0.0,0.0,0.0,0.0
ISIC_0033800,1.0,0.0,0.0,0.0,0.0
ISIC_0033801,0.0,1.0,0.0,0.0,0.0
ISIC_0033802,0.0,1.0,0.0,0.0,0.0
ISIC_0033803,1.0,0.0,0.0,0.0,0.0
ISIC_0033804,0.0,1.0,0.0,0.0,0.0
ISIC_0033805,0.0,1.0,0.0,0.0,0.0
ISIC_0033806,0.0,1.0,0.0,0.0,0.0
ISIC_0033807,0.0,1.0,0.0,0.0,0.0
ISIC_0033809,1.0,0.0,0.0,0.0,0.0
ISIC_0033811,0.0,0.0,0.0,0.0,1.0
ISIC_0033812,0.0,1.0,0.0,0.0,0.0
ISIC_0033813,0.0,1.0,0.0,0.0,0.0
ISIC_0033814,0.0,1.0,0.0,0.0,0.0
ISIC_0033815,1.0,0.0,0.0,0.0,0.0
ISIC_0033816,1.0,0.0,0.0,0.0,0.0
ISIC_0033818,1.0,0.0,0.0,0.0,0.0
ISIC_0033819,0.0,1.0,0.0,0.0,0.0
ISIC_0033820,0.0,1.0,0.0,0.0,0.0
ISIC_0033821,1.0,0.0,0.0,0.0,0.0
ISIC_0033822,1.0,0.0,0.0,0.0,0.0
ISIC_0033823,1.0,0.0,0.0,0.0,0.0
ISIC_0033824,1.0,0.0,0.0,0.0,0.0
ISIC_0033825,1.0,0.0,0.0,0.0,0.0
ISIC_0033826,1.0,0.0,0.0,0.0,0.0
ISIC_0033827,1.0,0.0,0.0,0.0,0.0
ISIC_0033828,0.0,0.0,1.0,0.0,0.0
ISIC_0033829,0.0,0.0,1.0,0.0,0.0
ISIC_0033830,1.0,0.0,0.0,0.0,0.0
ISIC_0033831,0.0,1.0,0.0,0.0,0.0
ISIC_0033832,1.0,0.0,0.0,0.0,0.0
ISIC_0033833,1.0,0.0,0.0,0.0,0.0
ISIC_0033834,0.0,1.0,0.0,0.0,0.0
ISIC_0033835,1.0,0.0,0.0,0.0,0.0
ISIC_0033836,1.0,0.0,0.0,0.0,0.0
ISIC_0033837,1.0,0.0,0.0,0.0,0.0
ISIC_0033838,1.0,0.0,0.0,0.0,0.0
ISIC_0033839,1.0,0.0,0.0,0.0,0.0
ISIC_0033840,1.0,0.0,0.0,0.0,0.0
ISIC_0033841,1.0,0.0,0.0,0.0,0.0
ISIC_0033842,1.0,0.0,0.0,0.0,0.0
ISIC_0033843,0.0,1.0,0.0,0.0,0.0
ISIC_0033845,1.0,0.0,0.0,0.0,0.0
ISIC_0033846,1.0,0.0,0.0,0.0,0.0
ISIC_0033848,0.0,1.0,0.0,0.0,0.0
ISIC_0033849,1.0,0.0,0.0,0.0,0.0
ISIC_0033850,1.0,0.0,0.0,0.0,0.0
ISIC_0033851,1.0,0.0,0.0,0.0,0.0
ISIC_0033852,1.0,0.0,0.0,0.0,0.0
ISIC_0033853,0.0,0.0,1.0,0.0,0.0
ISIC_0033854,0.0,0.0,1.0,0.0,0.0
ISIC_0033855,0.0,0.0,1.0,0.0,0.0
ISIC_0033856,0.0,1.0,0.0,0.0,0.0
ISIC_0033857,1.0,0.0,0.0,0.0,0.0
ISIC_0033858,1.0,0.0,0.0,0.0,0.0
ISIC_0033859,1.0,0.0,0.0,0.0,0.0
ISIC_0033861,1.0,0.0,0.0,0.0,0.0
ISIC_0033862,1.0,0.0,0.0,0.0,0.0
ISIC_0033863,0.0,1.0,0.0,0.0,0.0
ISIC_0033864,1.0,0.0,0.0,0.0,0.0
ISIC_0033865,0.0,0.0,1.0,0.0,0.0
ISIC_0033866,0.0,0.0,0.0,0.0,1.0
ISIC_0033867,1.0,0.0,0.0,0.0,0.0
ISIC_0033868,0.0,0.0,1.0,0.0,0.0
ISIC_0033869,0.0,0.0,0.0,0.0,1.0
ISIC_0033870,1.0,0.0,0.0,0.0,0.0
ISIC_0033871,0.0,1.0,0.0,0.0,0.0
ISIC_0033872,0.0,1.0,0.0,0.0,0.0
ISIC_0033873,1.0,0.0,0.0,0.0,0.0
ISIC_0033874,0.0,1.0,0.0,0.0,0.0
ISIC_0033875,1.0,0.0,0.0,0.0,0.0
ISIC_0033876,1.0,0.0,0.0,0.0,0.0
ISIC_0033877,1.0,0.0,0.0,0.0,0.0
ISIC_0033878,0.0,1.0,0.0,0.0,0.0
ISIC_0033879,1.0,0.0,0.0,0.0,0.0
ISIC_0033880,1.0,0.0,0.0,0.0,0.0
